'7.0'           [file version number]  
297 '  f(p1)+f(p2) --> W^-(-->e^-(p3)+nu~(p4))+gamma(p5)+f(p6) ' 'L'
1000 'nul' 'X'
300 '  f(p1)+f(p2) --> Z^0(-->e^-(p3)+e^+(p4))+gamma(p5)' 'F'
301 '  f(p1)+f(p2) --> Z^0(-->e^-(p3)+e^+(p4))+gamma(p5)+gamma(p6)' 'F'
302 '  f(p1)+f(p2) --> Z^0(-->e^-(p3)+e^+(p4))+gamma(p5)+f(p6)' 'F'
303 '  f(p1)+f(p2) --> Z^0(-->e^-(p3)+e^+(p4))+gamma(p5)+gamma(p6)+f(p7)' 'L'
304 '  f(p1)+f(p2) --> Z^0(-->e^-(p3)+e^+(p4))+gamma(p5)+f(p6)+f(p7)' 'L'
305 '  f(p1)+f(p2) --> Z^0(-->3*(nu(p3)+nu~(p4)))+gamma(p5)' 'F'
306 '  f(p1)+f(p2) --> Z^0(-->3*(nu(p3)+nu~(p4)))+gamma(p5)+gamma(p6)' 'F'
307 '  f(p1)+f(p2) --> Z^0(-->3*(nu(p3)+nu~(p4)))+gamma(p5)+f(p6)' 'F'
308 '  f(p1)+f(p2) --> Z^0(-->3*(nu(p3)+nu~(p4)))+gamma(p5)+gamma(p6)+f(p7)' 'L'
309 '  f(p1)+f(p2) --> Z^0(-->3*(nu(p3)+nu~(p4)))+gamma(p5)+f(p6)+f(p7)' 'L'
1000 'nul' 'X'
311 '  f(p1)+b(p2) --> W^+(-->nu(p3)+e^+(p4))+b(p5)+f(p6)' 'L'
316 '  f(p1)+b(p2) --> W^-(-->e^-(p3)+nu~(p4))+b(p5)+f(p6)' 'L'
1000 'nul' 'X'
321 '  f(p1)+c(p2) --> W^+(-->nu(p3)+e^+(p4))+c(p5)+f(p6)' 'L'
326 '  f(p1)+c(p2) --> W^-(-->e^-(p3)+nu~(p4))+c(p5)+f(p6)' 'L'
1000 'nul' 'X'
331 '  f(p1)+f(p2) --> W^+(-->nu(p3)+e^+(p4))+c(p5)+f(p6) [c-s interaction]' 'L'
336 '  f(p1)+f(p2) --> W^-(-->e^-(p3)+nu~(p4))+c(p5)+f(p6) [c-s interaction]' 'L'
1000 'nul' 'X'
341 '  f(p1)+b(p2) --> Z^0(-->e^-(p3)+e^+(p4))+b(p5)+f(p6) [+f(p7)]' 'N'
342 '  f(p1)+b(p2) --> Z^0(-->e^-(p3)+e^+(p4))+b(p5)+f(p6) [+b~(p7)]' 'R'
346 '  f(p1)+b(p2) --> Z^0(-->e^-(p3)+e^+(p4))+b(p5)+f(p6)+f(p7)' 'L'
347 '  f(p1)+b(p2) --> Z^0(-->e^-(p3)+e^+(p4))+b(p5)+f(p6)+b~(p7)' 'L'
1000 'nul' 'X'
351 '  f(p1)+c(p2) --> Z^0(-->e^-(p3)+e^+(p4))+c(p5)+f(p6) [+f(p7)]' 'N'
352 '  f(p1)+c(p2) --> Z^0(-->e^-(p3)+e^+(p4))+c(p5)+f(p6) [+c~(p7)]' 'R'
356 '  f(p1)+c(p2) --> Z^0(-->e^-(p3)+e^+(p4))+c(p5)+f(p6)+f(p7)' 'L'
357 '  f(p1)+c(p2) --> Z^0(-->e^-(p3)+e^+(p4))+c(p5)+f(p6)+c~(p7)' 'L'
1000 'nul' 'X'
361 '  c(p1)+s~(p2) --> W^+(-->nu(p3)+e^+(p4)) [mc=0 in NLO]' 'N'
362 '  c(p1)+s~(p2) --> W^+(-->nu(p3)+e^+(p4)) [massless corrections only]' 'N'
363 '  c(p1)+s~(p2) --> W^+(-->nu(p3)+e^+(p4)) [massive charm in real]' 'N'
1000 'nul' 'X'
370 '  f(p1)+f(p2) --> W^+(-->nu(p3)+e^+(p4))+gamma(p5)+gamma(p6)' 'L'
371 '  f(p1)+f(p2) --> W^-(-->e^-(p3)+nu~(p4))+gamma(p5)+gamma(p6)' 'L'
1000 'nul' 'X'
401 '  f(p1)+f(p2) --> W^+(-->nu(p3)+e^+(p4))+b(p5) [1, 2 or 3 jets, 4FNS]' 'N'
402 '  f(p1)+f(p2) --> W^+(-->nu(p3)+e^+(p4))+(b+b~)(p5) [1 or 2 jets, 4FNS]' 'N'
403 '  f(p1)+f(p2) --> W^+(-->nu(p3)+e^+(p4))+b(p5)+b~(p6) [2 or 3 jets, 4FNS]' 'N'
406 '  f(p1)+f(p2) --> W^-(-->e^-(p3)+nu~(p4))+b(p5) [1, 2 or 3 jets, 4FNS]' 'N'
407 '  f(p1)+f(p2) --> W^-(-->e^-(p3)+nu~(p4))+(b+b~)(p5) [1 or 2 jets, 4FNS]' 'N'
408 '  f(p1)+f(p2) --> W^-(-->e^-(p3)+nu~(p4))+b(p5)+b~(p6) [2 or 3 jets, 4FNS]' 'N'
1000 'nul' 'X'
411 '  f(p1)+b(p2) --> W^+(-->nu(p3)+e^+(p4))+b(p5)+f(p6) [5FNS]' 'N'
416 '  f(p1)+b(p2) --> W^-(-->e^-(p3)+nu~(p4))+b(p5)+f(p6) [5FNS]' 'N'
1000 'nul' 'X'
421 '  f(p1)+f(p2) --> W^+(-->nu(p3)+e^+(p4))+b(p5) [1, 2 or 3 jets, 4FNS + 5FNS]' 'N'
426 '  f(p1)+f(p2) --> W^-(-->e^-(p3)+nu~(p4))+b(p5) [1, 2 or 3 jets, 4FNS + 5FNS]' 'N'
1000 'nul' 'X'
431 '  f(p1)+f(p2) --> W^+(-->nu(p3)+e^+(p4))+b(p5)+b~(p6)+f(p7) [massive]' 'L'
436 '  f(p1)+f(p2) --> W^-(-->e^-(p3)+nu~(p4))+b(p5)+b~(p6)+f(p7) [massive]' 'L'
1000 'nul' 'X'
500 '  f(p1)+f(p2) --> W^+(-->nu(p3)+e^+(p4)) +t(p5)+t~(p6) [massive]' 'N'
501 '  f(p1)+f(p2) --> t(-->nu(p3)+e^+(p4)+b(p5))+t~(->b~(p6)+e^-(p7)+nu~(p8))+W^+(nu(p9),mu^+(p10))' 'N'
502 '  f(p1)+f(p2) --> t(-->nu(p3)+e^+(p4)+b(p5))+t~(->b~(p6)+e^-(p7)+nu~(p8))+W^+(nu(p9),mu^+(p10))[rad.in.dk]' 'N'
1000 'nul' 'X'
503 '  f(p1)+f(p2) --> t(-->nu(p3)+e^+(p4)+b(p5))+t~(->b~(p6)+q(p7)+q~(p8))+W^+(nu(p9),mu^+(p10))' 'N'
1000 'nul' 'X'
506 '  f(p1)+f(p2) --> t(-->q(p3)+q~(p4)+b(p5))+t~(->b~(p6)+e^-(p7)+nu~(p8))+W^+(nu(p9),mu^+(p10))' 'N'
1000 'nul' 'X'
510 '  f(p1)+f(p2) --> W^-(-->e^-(p3)+nu~(p4))+t(p5)+t~(p6) [massive]' 'N'
511 '  f(p1)+f(p2) --> t(-->nu(p3)+e^+(p4)+b(p5))+t~(->b~(p6)+e^-(p7)+nu~(p8))+W^-(mu^-(p9),nu~(p10))' 'N'
512 '  f(p1)+f(p2) --> t(-->nu(p3)+e^+(p4)+b(p5))+t~(->b~(p6)+e^-(p7)+nu~(p8))+W^-(mu^-(p9),nu~(p10))[rad.in.dk]' 'N'
1000 'nul' 'X'
513 '  f(p1)+f(p2) --> t(-->nu(p3)+e^+(p4)+b(p5))+t~(->b~(p6)+q(p7)+q~(p8))+W^-(mu^-(p9),nu~(p10))' 'N'
1000 'nul' 'X'
516 '  f(p1)+f(p2) --> t(-->q(p3)+q~(p4)+b(p5))+t~(->b~(p6)+e^-(p7)+nu~(p8))+W^-(mu^-(p9),nu~(p10))' 'N'
1000 'nul' 'X'
529 '  f(p1)+f(p2) --> Z^0(-->e^-(p3)+e^+(p4))+t(p5)+t~(p6) ' 'L'
530 '  f(p1)+f(p2) --> t(-->nu(p3)+e^+(p4)+b(p5))+t~(-->b~(p6)+e^-(p7)+nu~(p8))+Z(e^-(p9),e^+(p10))' 'L'
531 '  f(p1)+f(p2) --> t(-->nu(p3)+e^+(p4)+b(p5))+t~(-->b~(p6)+e^-(p7)+nu~(p8))+Z(b(p9),b~(p10))' 'L'
532 '  f(p1)+f(p2) --> t(-->nu(p3)+e^+(p4)+b(p5))+t~(-->b~(p6)+q(p7)+q~(p8))+Z(e^-(p9),e^+(p10))' 'L'
533 '  f(p1)+f(p2) --> t(-->q(p3)+q~(p4)+b(p5))+t~(-->b~(p6)+e^-(p7)+nu~(p8))+Z(e^-(p9),e^+(p10))' 'L' 
1000 'nul' 'X'
540 '  f(p1)+f(p2) --> H(b(p3)+b~(p4))+t(p5)+q(p6)'      'N'
541 '  f(p1)+f(p2) --> H(b(p3)+b~(p4))+t~(p5)+q(p6)'      'N'
544 '  f(p1)+f(p2) --> H(b(p3)+b~(p4))+t(nu(p5)+e^+(p6)+b(p7))+q(p9)'      'N'
547 '  f(p1)+f(p2) --> H(b(p3)+b~(p4))+t~(e^-(p5)+nu(p6)+b(p7))+q(p9)'      'N'
1000 'nul' 'X'
550 '  f(p1)+f(p2) --> H(ga(p3)+ga(p4))+t(p5)+q(p6)'      'N'
551 '  f(p1)+f(p2) --> H(ga(p3)+ga(p4))+t~(p5)+q(p6)'      'N'
554 '  f(p1)+f(p2) --> H(ga(p3)+ga(p4))+t(nu(p5)+e^+(p6)+b(p7))+q(p9)'      'N'
557 '  f(p1)+f(p2) --> H(ga(p3)+ga(p4))+t~(e^-(p5)+nu(p6)+b(p7))+q(p9)'      'N'
1000 'nul' 'X'
560 '  f(p1)+f(p2) --> Z(e-(p3)+e+(p4))+t(p5)+q(p6)'      'N'
561 '  f(p1)+f(p2) --> Z(e-(p3)+e+(p4))+t~(p5)+q(p6)'      'N'
562 '  f(p1)+f(p2) --> Z(e-(p3)+e+(p4))+t(p5)+q(p6)+f(p7)'       'L'
563 '  f(p1)+f(p2) --> Z(e-(p3)+e+(p4))+t~(p5)+q(p6)+f(p7)'      'L'
564 '  f(p1)+f(p2) --> Z(e-(p3)+e+(p4))+t(-->nu(p5)+e^+(p6)+b(p7))+q(p8)'      'N'
566 '  f(p1)+f(p2) --> Z(e-(p3)+e+(p4))+t(-->nu(p5)+e^+(p6)+b(p7))+q(p8)+f(p9)' 'L'
567 '  f(p1)+f(p2) --> Z(e-(p3)+e+(p4))+t~(-->e^-(p5)+(p6)+b~(p7))+q(p8)'      'N'
569 '  f(p1)+f(p2) --> Z(e-(p3)+e+(p4))+t~(-->e^-(p5)+(p6)+b~(p7))+q(p8)+f(p9)'  'L'
1000 'nul' 'X'
601 '  f(p1)+f(p2) --> H(b(p3)+b~(p4))+H(tau^-(p5)+tau^+(p6))' 'L'
602 '  f(p1)+f(p2) --> H(b(p3)+b~(p4))+H(gamma(p5)+gamma(p6))' 'L'
1000 'nul' 'X'
640 '  f(p1)+f(p2) --> t(p3)+t~(p4)+H(p5)' 'L'
641 '  f(p1)+f(p2) --> t(->nu(p3)+e^+(p4)+b(p5))+t~(->nu~(p7)+e^-(p8)+b~(p6))+H(p9+p10)' 'L'
644 '  f(p1)+f(p2) --> t(->nu(p3)+e^+(p4)+b(p5))+t~(->q~(p7)+q(p8)+b~(p6))+H(p9+p10)' 'L'
647 '  f(p1)+f(p2) --> t(->q(p3)+q~(p4)+b(p5))+t~(->nu~(p7)+e^-(p8)+b~(p6))+H(p9+p10)' 'L'
1000 'nul' 'X'
651 '  f(p1)+f(p2) --> t(->nu(p3)+e^+(p4)+b(p5))+t~(->nu~(p7)+e^-(p8)+b~(p6))+H(ga(p9)+ga(p10))' 'L'
654 '  f(p1)+f(p2) --> t(->nu(p3)+e^+(p4)+b(p5))+t~(->q~(p7)+q(p8)+b~(p6))+H(ga(p9)+ga(p10))' 'L'
657 '  f(p1)+f(p2) --> t(->q(p3)+q~(p4)+b(p5))+t~(->nu~(p7)+e^-(p8)+b~(p6))+H(ga(p9)+ga(p10))' 'L'
1000 'nul' 'X'
661 '  f(p1)+f(p2) --> t(->nu(p3)+e^+(p4)+b(p5))+t~(nu~(p7)+e^-(p8)+b~(p6))+H(W+(p9,p10)W-(p11,p12))' 'L'
664 '  f(p1)+f(p2) --> t(->nu(p3)+e^+(p4)+b(p5))+t~(q~(p7)+q(p8)+b~(p6))+H(W+(p9,p10)W-(p11,p12))' 'L'
667 '  f(p1)+f(p2) --> t(->q(p3)+q~(p4)+b(p5))+t~(nu~(p7)+e^-(p8)+b~(p6))+H(W+(p9,p10)W-(p11,p12))' 'L'
1000 'nul' 'X'
800 '  f(p1)+f(p2) --> V-->(X(p3)+X~(p4)) +f(p5) [Vector Mediator] ' 'N'
801 '  f(p1)+f(p2) --> A-->(X(p3)+X~(p4)) +f(p5) [Axial Vector Mediator] ' 'N'
802 '  f(p1)+f(p2) --> S-->(X(p3)+X~(p4)) +f(p5) [Scalar Mediator] ' 'N'
803 '  f(p1)+f(p2) --> PS-->(X(p3)+X~(p4)) +f(p5) [Pseudo Scalar Mediator] ' 'N'
804 '  f(p1)+f(p2) --> GG-->(X(p3)+X~(p4)) +f(p5) [Gluonic DM operator] ' 'N'
805 '  f(p1)+f(p2) --> S--(X(p3)+X~(p4)) +f(p5) [Scalar Mediator, mt loops] ' 'L'  
806 '  f(p1)+f(p2) --> PS--(X(p3)+X~(p4)) +f(p5) [Pseudo Scalar Mediator, mt loops] ' 'L'  
1000 'nul' 'X' 
820 '  f(p1)+f(p2) --> V-->(X(p3)+X~(p4)) +gamma(p5) [Vector Mediator] ' 'F'
821 '  f(p1)+f(p2) --> A-->(X(p3)+X~(p4)) +gamma(p5) [Axial Vector Mediator] ' 'F'
822 '  f(p1)+f(p2) --> S-->(X(p3)+X~(p4)) +gamma(p5) [Scalar Mediator] ' 'F'
823 '  f(p1)+f(p2) --> PS-->(X(p3)+X~(p4)) +gamma(p5) [Pseudo Scalar Mediator] ' 'F'
1000 'nul' 'X' 
840 '  f(p1)+f(p2) --> V-->(X(p3)+X~(p4)) +f(p5)+f(p6) [Vector Mediator] ' 'L'
841 '  f(p1)+f(p2) --> A-->(X(p3)+X~(p4)) +f(p5)+f(p6) [Axial Vector Mediator] ' 'L'
842 '  f(p1)+f(p2) --> S-->(X(p3)+X~(p4)) +f(p5)+f(p6) [Scalar Mediator] ' 'L'
843 '  f(p1)+f(p2) --> PS-->(X(p3)+X~(p4)) +f(p5)+f(p6) [Pseudo Scalar Mediator] ' 'L'
844 '  f(p1)+f(p2) --> GG-->(X(p3)+X~(p4)) +f(p5)+f(p6) [Gluonic DM operator] ' 'L'  
1000 'nul' 'X'
845 '  f(p1)+f(p2) --> V-->(X(p3)+X~(p4)) +gamma(p5)+f(p6) [Vector Mediator] ' 'L'
846 '  f(p1)+f(p2) --> A-->(X(p3)+X~(p4)) +gamma(p5)+f(p6) [Axial Vector Mediator] ' 'L'
847 '  f(p1)+f(p2) --> S-->(X(p3)+X~(p4)) +gamma(p5)+f(p6) [Scalar Mediator] ' 'L'
848 '  f(p1)+f(p2) --> PS-->(X(p3)+X~(p4)) +gamma(p5)+f(p6) [Pseudo Scalar Mediator] ' 'L'
1000 'nul' X'
902 '  [Check of Volume of 2 particle phase space]' 'X'
903 '  [Check of Volume of 3 particle phase space]' 'X'
904 '  [Check of Volume of 4 particle phase space]' 'X'
905 '  [Check of Volume of 5 particle phase space]' 'X'
906 '  [Check of Volume of 6 particle phase space]' 'X'
908 '  [Check of Volume of 8 particle phase space]' 'X'
909 '  [Check of Volume of 4 particle massive phase space]' 'X'
910 '  [Check of Volume of 3 particle (2 massive) phase space]' 'X'
911 '  [Check of Volume of 5 particle W+t (with decay) massive phase space]' 'X'
912 '  [Check of Volume of 5 particle W+t (no decay) massive phase space]' 'X'
913 '  [Check of Volume of 5 particle W+t+g (in decay) massive phase space]' 'X'
914 '  [Check of Volume of 5 particle W+t+g (in production) massive phase space]' 'X'
1000 'EOF' 'X'
